bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count,
17914,The Real Thing,by Tom Stoppard,3.94,571125298,9.78057E+12,en-US,112,3469,134,
17915,Arcadia,by Tom Stoppard,4.19,1568651376,9.78157E+12,eng,97,48,3,
17918,Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth,by Tom Stoppard,4.03,571177654,9.78057E+12,eng,211,76,13,
17922,Every Good Boy Deserves Favor & Professional Foul,by Tom Stoppard,3.9,802150454,9.7808E+12,en-GB,188,186,11,
17926,Lord Malquist and Mr. Moon,by Tom Stoppard,3.4,802142710,9.7808E+12,eng,200,185,23,
17944,The Gunslinger (The Dark Tower #1),by Stephen King,3.96,451160525,9.78045E+12,eng,315,1826,222,
17945,Everything and Nothing,by Jorge Luis Borges-Eliot Weinberger-John M. Fein-James E. Irby-Donald A. Yates,4.37,811214001,9.78081E+12,eng,108,554,37,
17946,Seven Nights,by Jorge Luis Borges-Eliot Weinberger,4.33,811209059,9.78081E+12,eng,121,988,57,
17947,Museo: Textos Ineditos,by Adolfo Bioy Casares,4.17,9500424134,9.7895E+12,spa,261,6,0,
17950,Obra Poética,by Jorge Luis Borges,4.48,9500426161,9.7895E+12,spa,645,49,3,
17959,Ficciones,by Jorge Luis Borges,4.45,8420613207,9.78842E+12,spa,206,246,29,
17961,Collected Fictions,by Jorge Luis Borges-Andrew Hurley,4.58,140286802,9.78014E+12,eng,565,18072,766,
17971,The Eternal Frontier: An Ecological History of North America and Its Peoples,by Tim Flannery,4.05,802138888,9.7808E+12,eng,432,554,66,
17976,Hope Springs Eternal (Prairie River  #4),by Kristiana Gregory,4.26,439440033,9.78044E+12,eng,176,128,6,
17977,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,by Richard Dawkins,4.13,061861916X,9.78062E+12,eng,688,18593,581,
17982,The Reverse of the Medal (Aubrey & Maturin #11),by Patrick O'Brian,4.41,6499260,9.78001E+12,eng,261,177,11,
17983,The Reverse of the Medal (Aubrey/Maturin  #11),by Patrick O'Brian-Simon Vance,4.41,786178183,9.78079E+12,en-GB,0,3604,93,
17986,Teleny or the Reverse of the Medal,by Oscar Wilde,3.68,1595690360,9.7816E+12,eng,138,932,59,
17988,The Far Side of the World (Aubrey/Maturin  #10),by Patrick O'Brian,4.45,393324761,9.78039E+12,en-US,406,107,16,
17991,The Far Side of the World (Aubrey/Maturin Book 10),by Patrick O'Brian-Patrick Tull,4.45,1402540922,9.7814E+12,eng,0,6,1,
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,by Simon Singh,4.31,385495323,9.78039E+12,eng,412,15078,932,
17998,The Eternity Code (Artemis Fowl  #3),by Eoin Colfer,4.05,786856289,9.78079E+12,en-US,309,1594,122,
18003,The Gunslinger (The Dark Tower  #1),by Stephen King-Michael Whelan,3.96,451210840,9.78045E+12,eng,300,5740,777,
18005,How I Became a Pirate,by Melinda Long-David Shannon,4.08,152018484,9.78015E+12,eng,44,23328,561,
18013,The Pirate Dictionary,by Terry Breverton,3.69,1589802438,9.78159E+12,eng,189,50,7,
18016,Mulliner Nights,by P.G. Wodehouse,4.11,1400079616,9.7814E+12,eng,240,1144,76,
18017,Life at Blandings,by P.G. Wodehouse,4.34,140059032,9.78014E+12,en-US,608,2613,46,
18018,Jill the Reckless,by P.G. Wodehouse,4.03,1585676608,9.78159E+12,eng,290,627,78,
18019,The Code of the Woosters: Jeeves to the Rescue,by P.G. Wodehouse-Jonathan Cecil,4.36,1572705485,9.78157E+12,eng,7,168,25,
18021,P.G. Wodehouse in His Own Words,by P.G. Wodehouse-Tony Ring-Barry Day,4.08,1585673935,9.78159E+12,eng,320,44,6,
18022,Jeeves and the Mating Season (Jeeves  #9),by P.G. Wodehouse-Jonathan Cecil,4.27,1572703199,9.78157E+12,eng,7,107,21,
18025,Something Fresh (Blandings Castle  #1),by P.G. Wodehouse,4.16,1585676586,9.78159E+12,eng,284,5041,365,
18027,The Clicking of Cuthbert,by P.G. Wodehouse,3.94,1406929980,9.78141E+12,eng,162,6,2,
18029,Ring for Jeeves (Jeeves  #10),by P.G. Wodehouse,4.02,1585675245,9.78159E+12,eng,208,2660,171,
18031,Ukridge,by P.G. Wodehouse,3.89,1585674796,9.78159E+12,eng,272,987,80,
18032,Jeeves and the Tie That Binds (Jeeves  #14),by P.G. Wodehouse,4.23,743203623,9.78074E+12,en-US,205,2717,127,
18035,Right Ho  Jeeves (Jeeves  #6),by P.G. Wodehouse,4.32,140690483X,9.78141E+12,eng,224,8206,445,
18041,Mr. Mulliner Speaking,by P.G. Wodehouse,4,1841591386,9.78184E+12,en-US,232,1453,42,
18042,Laughing Gas,by P.G. Wodehouse,3.89,1585672327,9.78159E+12,eng,286,1672,127,
18045,The World of Jeeves (Jeeves  #2-4),by P.G. Wodehouse,4.48,60972440,9.78006E+12,eng,654,2291,134,
18047,The Adventures of Sally,by P.G. Wodehouse,3.78,1426423705,9.78143E+12,en-US,232,10,0,
18053,Meet Mr. Mulliner,by P.G. Wodehouse,4.06,1585672750,9.78159E+12,eng,203,1162,78,
18055,Eggs  Beans And Crumpets,by P.G. Wodehouse,4.12,1841591068,9.78184E+12,eng,224,874,60,
18057,A Damsel in Distress,by P.G. Wodehouse,4.08,1406953210,9.78141E+12,eng,216,3385,337,
18061,Uncle Fred in the Springtime (Blandings Castle  #6),by P.G. Wodehouse,4.24,1841591300,9.78184E+12,eng,288,1693,106,
18062,The Best of Wodehouse: An Anthology,by P.G. Wodehouse-John Mortimer,4.4,307266613,9.78031E+12,eng,840,400,46,
18064,The World of Mr. Mulliner,by P.G. Wodehouse,4.31,140281703,9.78014E+12,eng,624,338,29,
18067,Cocktail Time,by P.G. Wodehouse,4.14,1585675741,9.78159E+12,eng,304,644,50,
18072,The Waste Lands (The Dark Tower #3),by Stephen King-Ned Dameron,4.24,451173317,9.78045E+12,eng,590,983,98,
18073,Jeeves in the Offing (Jeeves  #12),by P.G. Wodehouse,4.17,1841591165,9.78184E+12,eng,208,26,4,
18074,Jeeves and The Feudal Spirit (Jeeves  #11),by P.G. Wodehouse,4.32,1841591017,9.78184E+12,eng,240,23,1,
18075,¡Pues vaya! Lo mejor de Wodehouse,by P.G. Wodehouse-Stephen Fry,4.44,8433970283,9.78843E+12,spa,768,20,1,
18077,Piccadilly Jim,by P.G. Wodehouse,4.03,1585676160,9.78159E+12,eng,302,2585,174,
18081,Joy in the Morning (Jeeves  #8),by P.G. Wodehouse,4.35,1841591157,9.78184E+12,eng,296,37,0,
18089,The Mating Season (Jeeves  #9),by P.G. Wodehouse,4.27,1841591076,9.78184E+12,eng,272,57,2,
18098,Indiscretions of Archie,by P.G. Wodehouse,3.87,742632598,9.78074E+12,eng,215,664,73,
18114,Wizard and Glass (The Dark Tower  #4),by Stephen King,4.25,451194861,9.78045E+12,eng,702,864,103,
18116,His Dark Materials (His Dark Materials #1-3),by Philip Pullman-Peter Bailey,4.26,440238609,9.78044E+12,eng,1088,102687,3761,
18119,The Subtle Knife (His Dark Materials  #2),by Philip Pullman,4.12,440238145,9.78044E+12,en-US,288,4587,323,
18122,The Amber Spyglass (His Dark Materials  #3),by Philip Pullman,4.09,440238153,9.78044E+12,eng,467,219303,5652,
18127,The Eyes of the Dragon,by Stephen King-David Palladini,3.93,451166582,9.78045E+12,en-US,380,2849,272,
18128,'Salem's Lot,by Stephen King,4.01,671039741,9.78067E+12,eng,631,3386,357,
18129,Black House (The Talisman  #2),by Stephen King-Peter Straub,4,345441036,9.78035E+12,eng,659,368,35,
18131,A Wrinkle in Time (Time Quintet  #1),by Madeleine L'Engle,4.01,440498058,9.78044E+12,eng,211,665242,18499,
18132,The Voyage of the “Dawn Treader” (The Chronicles of Narnia  #3),by C.S. Lewis-Pauline Baynes,4.09,20442602,9.78002E+12,eng,216,2869,233,
18133,Lolita,by Vladimir Nabokov-John Ray Jr.,3.89,679723161,9.78068E+12,eng,317,18462,2085,
18134,William Shakespeare’s: Twelfth Night (Shakespeare Retellings  #6),by Bruce Coville-Kathryn Hewitt,4.11,803723180,9.7808E+12,eng,48,138,13,
18135,Romeo and Juliet,by William Shakespeare-Paul Werstine-Barbara A. Mowat,3.74,743477111,9.78074E+12,eng,283,1811259,14102,
18136,Romeo and Juliet,by William Shakespeare-Rex Gibson,3.74,521618703,9.78052E+12,en-US,228,414,29,
18137,Romeo & Juliet,by William Shakespeare-Joseph Fiennes-Maria Miles-Elizabeth Spriggs,3.74,1932219307,9.78193E+12,eng,3,174,25,
18139,Romeo and Juliet,by William Shakespeare,3.74,764120859,9.78076E+12,eng,304,686,39,
18140,Romeo and Juliet,by William Shakespeare-Michael Sheen-Kate Beckinsale-Fiona  Shaw-Norman Rodway,3.74,521625629,9.78052E+12,eng,3,18,0,
18144,Ohio Class (Silent Service #5),by H. Jay Riker,3.83,60524391,9.78006E+12,eng,416,44,4,
18146,Seawolf Class (Silent Service #3),by H. Jay Riker,3.93,380804689,9.78038E+12,eng,416,62,4,
18155,Cuckoo's Egg (Age of Exploration  #3),by C.J. Cherryh,3.95,749301163,9.78075E+12,eng,319,1434,55,
18160,The Art of Deception: Controlling the Human Element of Security,by Kevin D. Mitnick-William L. Simon-Steve Wozniak,3.76,076454280X,9.78076E+12,eng,352,4333,260,
18172,Hardball: Are You Playing to Play or Playing to Win?,by George Stalk Jr.-Rob Lachenauer-Robert Lachenauer-John  Butman,3.49,1591391679,9.78159E+12,eng,192,82,9,
18182,A Theory of Fun for Game Design,by Raph Koster-Will Wright,3.95,1932111972,9.78193E+12,en-CA,256,1972,173,
18184,The Complete Theory Fun Factory: Music Theory Puzzles and Games for the Early Grades,by Ian        Martin-Katie Elliott,5,851621813,9.78085E+12,eng,96,1,0,
18185,The Pillow Book,by Sei Sh_nagon-Ivan Morris,4.02,231073372,9.78023E+12,eng,419,3577,261,
18190,Bachelor Brothers' Bed & Breakfast Pillow Book,by Bill Richardson,3.77,312194404,9.78031E+12,eng,208,315,42,
18194,The Cyberiad,by Stanis_aw Lem-Michael Kandel-Daniel Mróz,4.18,156027593,9.78016E+12,en-US,295,7512,382,
18196,Psychoshop,by Alfred Bester-Roger Zelazny,3.6,679767827,9.78068E+12,eng,207,727,37,
18202,Christianity for Modern Pagans: Pascal's Pensées - Edited  Outlined & Explained,by Peter Kreeft-Blaise Pascal,4.38,898704529,9.7809E+12,en-US,341,399,38,
18212,Jacques the Fatalist,by Denis Diderot-David Coward,3.84,192838741,9.78019E+12,eng,304,4708,97,
18214,Jacques der Fatalist und sein Herr,by Denis Diderot,3.84,315009335X,9.78315E+12,ger,360,18,0,
18215,Pictorial Encyclopedia of Trades and Industry  Vol 1,by Denis Diderot-Charles Coulston Gillispie,3.6,486274284,9.78049E+12,eng,239,5,0,
18217,Rameau's Nephew / D'Alembert's Dream,by Denis Diderot-Leonard Tancock,3.67,140441735,9.78014E+12,eng,237,1264,68,
18225,Theory of Colours,by Johann Wolfgang von Goethe-Deane B. Judd,4.07,262570211,9.78026E+12,eng,423,669,19,
18226,Maxims and Reflections,by Johann Wolfgang von Goethe-Peter Hutchinson-Elisabeth Stopp,3.8,140447202,9.78014E+12,eng,208,255,20,
18240,War and Peace,by Leo Tolstoy,4.11,3895086908,9.7839E+12,en-US,1500,126,10,
18241,War and Peace,by Leo Tolstoy-Anthony Briggs,4.11,067003469X,9.78067E+12,en-US,1424,1210,91,
18242,A Savage War of Peace: Algeria  1954-1962,by Alistair Horne,4.22,1590172183,9.78159E+12,eng,608,1811,172,
18243,War and Peace,by Leo Tolstoy-Constance Garnett-A.N. Wilson,4.11,375760644,9.78038E+12,eng,1388,830,129,
18245,War and Peace,by Leo Tolstoy-Orlando Figes-Anthony Briggs,4.11,143039997,9.78014E+12,eng,1408,480,110,
18246,War and Peace and War: The Rise and Fall of Empires,by Peter Turchin,4.15,452288193,9.78045E+12,en-US,416,252,33,
18251,Great Expectations,by Charles Dickens,3.76,140620168,9.78014E+12,eng,443,889,61,
18255,Oliver Twist,by Charles Dickens,3.86,486424537,9.78049E+12,eng,368,2062,80,
18260,Oliver Twist,by Charles Dickens-George Cruikshank-Jill Muller,3.86,1593082061,9.78159E+12,eng,478,327,45,
18261,The Nibelungenlied,by Unknown-A.T. Hatto,3.87,140441379,9.78014E+12,eng,404,3893,154,
18265,Gargantua and Pantagruel,by François Rabelais-Thomas Urquhart-Pierre Le Motteux,3.71,679431373,9.78068E+12,eng,807,50,10,
18266,Gargantua and Pantagruel,by François Rabelais-M.A. Screech,3.71,140445501,9.78014E+12,eng,1041,11605,274,
18273,Beyond Good and Evil: Prelude to a Philosophy of the Future,by Friedrich Nietzsche-Walter Kaufmann,4.02,394703375,9.78039E+12,eng,256,43,5,
18279,Phenomenology of Perception,by Maurice Merleau-Ponty-Colin Smith,4.15,415278414,9.78042E+12,eng,544,4887,66,
18280,Introduction to Phenomenology,by Dermot Moran,4.25,415183731,9.78042E+12,eng,592,204,18,
18281,Introduction to Phenomenology,by Robert Sokolowski,3.96,521667925,9.78052E+12,eng,248,296,34,
18282,The Basic Problems of Phenomenology (Studies in Phenomenology & Existential Philosophy),by Martin Heidegger-Albert Hofstadter,4.28,025320478X,9.78025E+12,en-US,432,437,14,
18283,The Phenomenology of Mind  Volume II,by Georg Wilhelm Friedrich Hegel-James Black Baillie,4,1596057734,9.7816E+12,ger,372,1,0,
18284,Experimental Phenomenology: An Introduction,by Don Ihde,3.73,887061990,9.78089E+12,eng,155,40,1,
18287,Critique of Pure Reason,by Immanuel Kant-J.M.D. Meiklejohn,3.94,486432548,9.78049E+12,eng,480,69,9,
18288,Critique of Pure Reason,by Immanuel Kant-Paul Guyer-Allen W. Wood,3.94,521657296,9.78052E+12,eng,796,22533,358,
18290,Critique of Pure Reason,by Immanuel Kant-Werner S. Pluhar-Patricia Kitcher-James W. Ellington,3.94,872202577,9.78087E+12,eng,1096,169,11,
18291,Critique of Pure Reason,by Immanuel Kant-Marcus Weigelt-F. Max Müller,3.94,140447474,9.78014E+12,eng,784,228,33,
18294,Critique of Pure Reason (Studies in the History of Philosophy),by Immanuel Kant-Humphrey Palmer,3.94,773491678,9.78077E+12,eng,140,15,0,
18297,The Anime Encyclopedia: A Guide to Japanese Animation Since 1917,by Jonathan Clements-Helen McCarthy,4.02,1933330104,9.78193E+12,eng,867,26,5,
18304,The Anti-Christ,by Friedrich Nietzsche-H.L. Mencken,3.92,1421270536,9.78142E+12,eng,126,12052,342,
18305,Unpublished Writings from the Period of Unfashionable Observations (Complete Works 11),by Friedrich Nietzsche-Richard T. Gray,4.06,804728844,9.7808E+12,eng,536,2,0,
18310,Thus Spake Zarathustra: A Book for All and None,by Friedrich Nietzsche,4.06,1406947199,9.78141E+12,eng,356,278,22,
18314,The Picture of Dorian Gray,by Oscar Wilde,4.07,1557424292,9.78156E+12,eng,187,329,23,
18315,The Picture of Dorian Gray,by Oscar Wilde,4.07,1420925288,9.78142E+12,en-US,124,839,51,
18321,Carton jaune,by Nick Hornby-Gabrielle Rolin,3.73,2264028971,9.78226E+12,fre,286,21,1,
18324,Haussmann  or the Distinction,by Paul La Farge,3.64,312420927,9.78031E+12,eng,379,150,20,
18328,The Artist of the Missing,by Paul La Farge-Stephen Alcorn,3.58,374525803,9.78037E+12,eng,256,99,10,
18333,Reluctant Runaway (To Catch a Thief #2),by Jill Elizabeth Nelson,3.7,1590526872,9.78159E+12,en-US,352,90,12,
18334,Kentucky Straight: Stories,by Chris Offutt,4.04,067973886X,9.78068E+12,eng,192,840,84,
18335,Out of the Woods,by Chris Offutt,4.06,684853760,9.78068E+12,eng,176,450,55,
18337,No Heroes: A Memoir of Coming Home,by Chris Offutt,3.85,684865521,9.78068E+12,eng,272,179,32,
18338,The Castle Keeps,by Andrew J. Offutt,3.5,425021874,9.78043E+12,en-US,191,16,3,
18341,Conan: Sword of Skelos,by Andrew J. Offutt,3.94,765340216,9.78077E+12,eng,224,1326,4,
18342,It,by Stephen King,4.23,451169514,9.78045E+12,eng,1090,293877,6630,
18347,A Spy in the House of Love,by Anaïs Nin,3.68,141183713,9.78014E+12,eng,124,290,39,
18348,Incest: From a Journal of Love,by Anaïs Nin-Rupert Pole-Gunther Stuhlmann,4,151443661,9.78015E+12,eng,418,880,54,
18349,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),by Anaïs Nin,4.13,156003902,9.78016E+12,eng,448,569,29,
18350,In Favor of the Sensitive Man and Other Essays,by Anaïs Nin,4.02,156444453,9.78016E+12,eng,180,493,40,
18353,Anaïs Nin: A Biography,by Deirdre Bair,3.99,140255257,9.78014E+12,eng,672,619,35,
18355,The Diary of Anaïs Nin  Vol. 4: 1944-1947,by Anaïs Nin-Gunther Stuhlmann,4.18,015626028X,9.78016E+12,eng,235,729,20,
18361,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),by Anaïs Nin-Gunther Stuhlmann,4.13,151000883,9.78015E+12,eng,448,197,6,
18362,The Diary of Anaïs Nin  Vol. 6: 1955-1966,by Anaïs Nin-Gunther Stuhlmann,4.12,156260328,9.78016E+12,eng,432,307,10,
18365,Nearer the Moon: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1937-1939),by Anaïs Nin-Gunther Stuhlmann,4.21,151000891,9.78015E+12,eng,396,166,16,
18366,The Early Diary of Anaïs Nin  Vol. 3: 1923-1927,by Anaïs Nin,4.18,156272504,9.78016E+12,eng,320,143,7,
18370,Henry and June: From the Unexpurgated Diary of Anaïs Nin,by Anaïs Nin,3.95,151400032,9.78015E+12,eng,274,144,18,
18373,Flowers for Algernon,by Daniel Keyes,4.11,156030306,9.78016E+12,eng,311,332849,9827,
18374,Flowers for Algernon,by Daniel Keyes,4.11,435123432,9.78044E+12,en-US,218,177,19,
18378,Flowers for Algernon,by Daniel Keyes,4.11,1857989384,9.78186E+12,eng,216,2720,315,
18379,Understanding Flowers for Algernon,by Patrice Cassedy-Daniel Keyes,3,1560067845,9.78156E+12,eng,96,1,0,
18380,Algernon  Charlie  and I: A Writer's Journey: Plus the Complete Original Short Novelette Version of Flowers for Algernon,by Daniel Keyes,4.07,1929519001,9.78193E+12,eng,223,15,3,
18381,Girl in Hyacinth Blue,by Susan Vreeland,3.73,755305302,9.78076E+12,en-GB,180,136,24,
18383,Jane Eyre,by Charlotte Brontë,4.11,3717519646,9.78372E+12,ger,784,431,27,
18384,The Death of Ivan Ilyich and Other Stories,by Leo Tolstoy,4.1,1840224533,9.78184E+12,eng,256,305,33,
18385,The Death of Ivan Ilych & Other Stories,by Leo Tolstoy,4.1,1593080697,9.78159E+12,eng,400,251,36,
18392,The Lost Years of Merlin,by T.A. Barron,3.98,441010288,9.78044E+12,eng,304,12114,451,
18394,The Mirror of Merlin,by T.A. Barron,4.06,441009654,9.78044E+12,eng,288,6682,57,
18395,The Wings of Merlin,by T.A. Barron,4.11,441010245,9.78044E+12,eng,288,6227,63,
18402,The Dante Club (The Dante Club #1),by Matthew Pearl,3.38,034549038X,9.78035E+12,eng,424,32333,1995,
18403,El Club Dante,by Matthew Pearl-Vicente Villacampa,3.38,8432217204,9.78843E+12,spa,586,153,9,
18404,El club Dante,by Matthew Pearl-Vicente Villacampa,3.38,8432296325,9.78843E+12,spa,464,53,1,
18405,Gone with the Wind,by Margaret Mitchell,4.29,446675539,9.78045E+12,eng,1037,964231,14834,
18412,The Wind Done Gone,by Alice Randall,3.07,618219064,9.78062E+12,eng,224,1645,275,
18413,Utopia,by Thomas More-Clarence H. Miller,3.53,300084293,9.7803E+12,eng,200,427,44,
18414,Utopia,by Thomas More-Paul Turner,3.53,140449108,9.78014E+12,eng,135,43320,1620,
18419,The Kissing Hand,by Audrey Penn-Ruth E. Harper-Nancy M. Leak,4.42,1933718005,9.78193E+12,en-GB,32,55801,1528,
18420,Hands of Light: A Guide to Healing Through the Human Energy Field,by Barbara Ann Brennan-Jos. A. Smith,4.27,553345397,9.78055E+12,eng,320,10463,105,
18422,Gifted Hands: The Ben Carson Story,by Ben Carson-Cecil Murphey,4.21,310214696,9.78031E+12,eng,224,11328,1491,
18425,Shake Hands with the Devil,by Roméo Dallaire,4.23,99478935,9.7801E+12,en-GB,563,226,34,
18427,In the Name of Love and Other True Cases (Crime Files  #4),by Ann Rule,4.03,067179356X,9.78067E+12,eng,414,1308,52,
18431,The Rule of Four,by Ian Caldwell-Dustin Thomason,3.22,440241359,9.78044E+12,eng,450,24001,1662,
18432,The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,by Joscelyn Godwin,3.45,1932857087,9.78193E+12,eng,208,88,5,
18434,The Rule of Four,by Ian Caldwell-Dustin Thomason,3.22,99451956,9.7801E+12,eng,544,919,98,
18437,The Rule Of Four,by Ian Caldwell-Jeff Woodman-Dustin Thomason,3.22,1419309277,9.78142E+12,eng,0,2,0,
18438,Time For Kids: Butterflies!,by David Bjerklie,4,60782137,9.78006E+12,eng,32,20,0,
18442,A Highland Christmas (Hamish Macbeth  #15.5),by M.C. Beaton,3.86,446609196,9.78045E+12,eng,160,3455,332,
18443,Macbeth,by William Shakespeare-Robert S. Miola-Janet Adelman-Stephen Orgel-Peter Holland,3.89,393977862,9.78039E+12,eng,416,729,32,
18444,Macbeth,by William Shakespeare-Kenneth Muir,3.89,1903436486,9.7819E+12,eng,255,589,38,
18446,Macbeth,by William Shakespeare-Roma Gill,3.89,198321465,9.7802E+12,eng,160,150,14,
18448,Death of a Celebrity (Hamish Macbeth  #17),by M.C. Beaton,3.83,446612049,9.78045E+12,eng,274,2806,174,
18449,The Best of the Journal of Irreproducible Results,by George H. Scherr-Richard Liebmann-Smith,4.32,894805959,9.78089E+12,en-US,195,37,3,
18455,The Spy Who Loved Me (James Bond  #10),by Ian Fleming,3.4,142003263,9.78014E+12,eng,198,7735,436,
18456,The Spy Who Loved Me,by Ian Fleming,3.4,773672109,9.78077E+12,eng,172,4,0,
18458,The Spy Who Loved Me (James Bond #10),by Ian Fleming,3.4,141003006,9.78014E+12,eng,198,25,2,
18461,Conversations with Jerzy Kosinski,by Jerzy Kosi_ski-Tom Teicholz,3.75,878056262,9.78088E+12,eng,242,25,3,
18474,Bias: A CBS Insider Exposes How the Media Distort the News,by Bernard Goldberg,3.67,60520841,9.78006E+12,en-US,238,1696,146,
18486,Frankenstein Makes a Sandwich,by Adam Rex,4.21,152057668,9.78015E+12,eng,40,1860,266,
18488,Frankenstein  or the Modern Prometheus,by Mary Wollstonecraft Shelley-Margaret Brantley,3.78,743487583,9.78074E+12,eng,324,12755,769,
18489,Frankenstein,by Mary Wollstonecraft Shelley-J. Paul Hunter,3.78,393964582,9.78039E+12,en-US,336,2146,165,
18490,Frankenstein,by Mary Wollstonecraft Shelley-Percy Bysshe Shelley-Maurice Hindle,3.78,141439475,9.78014E+12,eng,335,827747,14441,
18496,Mary Shelley: Her Life  Her Fiction  Her Monsters,by Anne K. Mellor,3.93,415901472,9.78042E+12,eng,308,75,11,
18500,The Faerie Queene: Books I to III,by Edmund Spenser-Douglas Brooks-Davies,3.79,460873911,9.78046E+12,eng,575,33,3,
18503,The Faerie Queene,by Edmund Spenser,3.56,1840221089,9.78184E+12,en-US,896,40,3,
18512,The Return of the King (The Lord of the Rings  #3),by J.R.R. Tolkien,4.52,345339738,9.78035E+12,eng,490,532629,5346,
18517,To the Lighthouse,by Virginia Woolf-Eudora Welty,3.77,156907399,9.78016E+12,en-US,209,4009,290,
18518,The Diary of Virginia Woolf  Volume One: 1915-1919,by Virginia Woolf-Anne Olivier Bell-Quentin Bell,4.31,156260360,9.78016E+12,eng,356,1262,36,
18519,The Diary of Virginia Woolf  Volume Five: 1936-1941,by Virginia Woolf-Anne Olivier Bell-Andrew McNeillie,4.49,156260409,9.78016E+12,eng,424,220,6,
18520,The Diary of Virginia Woolf  Volume Three: 1925-1930,by Virginia Woolf-Anne Olivier Bell-Andrew McNeillie,4.43,156260387,9.78016E+12,eng,408,477,13,
18521,A Room of One's Own,by Virginia Woolf,4.13,141183535,9.78014E+12,eng,112,73875,3053,
18522,J.B.: A Play in Verse,by Archibald MacLeish,3.7,395083532,9.7804E+12,eng,153,1125,72,
18525,Dr. Faustus,by Christopher Marlowe,3.79,486282082,9.78049E+12,eng,56,43724,872,
18526,The Complete Plays,by Christopher Marlowe-Robert Lindsey-Frank Romany,4.07,140436332,9.78014E+12,eng,752,2397,51,
18533,Doctor Faustus and Other Plays,by Christopher Marlowe-Eric Rasmussen-David Bevington,3.98,192834452,9.78019E+12,eng,503,1674,39,
18534,Cyrano de Bergerac,by Edmond Rostand-Brian Hooker-Walter Hampden,4.06,553213601,9.78055E+12,eng,208,397,60,
18545,Rosencrantz and Guildenstern Are Dead,by Tom Stoppard,4.06,802132758,9.7808E+12,eng,126,72180,1563,
18546,King Lear,by William Shakespeare-Stanley Wells,3.9,192839926,9.78019E+12,eng,336,233,16,
18549,A Break with Charity: A Story about the Salem Witch Trials,by Ann Rinaldi,3.79,152046828,9.78015E+12,eng,320,4914,407,
18550,A Break With Charity:  A Story About The Salem Witch Trials,by Ann Rinaldi,3.79,043981071X,9.78044E+12,eng,298,37,7,
18551,A Break With Charity: A Story of the Salem Witch Trials,by Ann Rinaldi,3.79,785735488,9.78079E+12,eng,297,37,6,
18553,The Cay (The Cay  #1),by Theodore Taylor,3.75,044022912X,9.78044E+12,en-US,156,28138,2101,
18556,The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs  Fastest Woman on Water,by Kate Summerscale-Joe Carstairs,3.69,140276130,9.78014E+12,eng,256,381,80,
18561,Everest: Mountain Without Mercy,by Broughton Coburn-David Breashears-Tim Cahill,4.01,792269845,9.78079E+12,eng,256,32,2,
18564,The Summit (Everest  #3),by Gordon Korman,3.96,439411378,9.78044E+12,eng,154,2515,102,
18574,Everest: Expedition to the Ultimate,by Reinhold Messner,3.94,189857345X,9.7819E+12,eng,286,245,14,
18576,Everything on a Waffle (Coal Harbour #1),by Polly Horvath,3.71,374422087,9.78037E+12,eng,150,9631,749,
18579,Summer of my German Soldier,by Bette Greene,3.67,142406511,9.78014E+12,en-US,240,821,90,
18584,Summer of my German Soldier,by Bette Greene-Dale Dickey,3.67,078870365X,9.78079E+12,eng,8,1,0,
18587,Summer of my German Soldier,by Bette Greene,3.67,553123475,9.78055E+12,eng,199,3,1,
18591,Hamlet (Oxford Bookworms Library: Stage 2),by Alistair McCallum-William Shakespeare,3.88,194232204,9.78019E+12,eng,54,164,6,
18596,By Myself and Then Some,by Lauren Bacall,3.95,61127914,9.78006E+12,eng,512,2720,163,
18600,Touching the Void: The True Story of One Man's Miraculous Survival,by Joe Simpson,4.21,60730552,9.78006E+12,eng,218,42264,1331,
18603,The Mercy of Thin Air,by Ronlyn Domingue,3.82,743278828,9.78074E+12,eng,336,4627,649,
18610,Thin Air (Spenser  #22),by Robert B. Parker-David Dukes,3.9,425152901,9.78043E+12,en-US,320,3952,134,
18615,Princess Sultana's Daughters,by Jean Sasson,3.88,038547444X,9.78039E+12,eng,229,58,5,
18616,Princess,by Jean Sasson,4.02,553816950,9.78055E+12,eng,280,884,105,
18628,The State of the Art,by Iain M. Banks,3.84,189238938X,9.78189E+12,eng,188,44,6,
18629,Excession (Culture  #5),by Iain M. Banks,4.2,1857233948,9.78186E+12,eng,451,165,14,
18630,The Player of Games (Culture  #2),by Iain M. Banks,4.27,61053562,9.78006E+12,eng,293,43988,1556,
18631,Feersum Endjinn,by Iain M. Banks,3.82,553374591,9.78055E+12,eng,311,311,18,
18632,Bedenke Phlebas,by Iain M. Banks,3.85,3453215303,9.78345E+12,ger,762,49,4,
